,Unnamed: 0,Season,#Team ID,#Team Abbr.,#Team City,#Team Name,#Rank,#GamesPlayed,#PassAttempts,#PassCompletions,#PassPct,#PassAttemptsPerGame,#PassGrossYards,#PassNetYards,#PassAvg,#PassYardsPerAtt,#PassYardsPerGame,#PassTD,#PassTDPct,#PassInt,#PassIntPct,#PassLng,#Pass20Plus,#Pass40Plus,#PassSacks,#PassSackY,#QBRating,#RushAttempts,#RushAttemptsPerGame,#RushYards,#RushAverage,#RushYardsPerGame,#RushTD,#RushLng,#Rush1stDowns,#Rush1stDownsPct,#Rush20Plus,#Rush40Plus,#RushFumbles,#Receptions,#RecYards,#RecAverage,#RecYardsPerGame,#RecTD,#RecLng,#Rec1stDowns,#Rec20Plus,#Rec40Plus,#RecFumbles,#TackleSolo,#TackleTotal,#TackleAst,#Sacks,#SackYds,#TacklesForLoss,#Interceptions,#IntTD,#IntYds,#IntAverage,#IntLng,#PassesDefended,#Stuffs,#StuffYds,#KB,#Safeties,#Fumbles,#FumLost,#FumForced,#FumOwnRec,#FumOppRec,#FumRecYds,#FumTotalRec,#FumTD,#KrRet,#KrYds,#KrAvg,#KrLng,#KrTD,#Kr20Plus,#Kr40Plus,#KrFC,#KrFum,#PrRet,#PrYds,#PrAvg,#PrLng,#PrTD,#Pr20Plus,#Pr40Plus,#PrFC,#PrFum,#FgBlk,#FgMade,#FgAtt,#FgPct,#FgMade1_19,#FgAtt1_19,#Fg1_19Pct,#FgMade20_29,#FgAtt20_29,#Fg20_29Pct,#FgMade30_39,#FgAtt30_39,#Fg30_39Pct,#FgMade40_49,#FgAtt40_49,#Fg40_49Pct,#FgMade50Plus,#FgAtt50Plus,#Fg50PlusPct,#FgLng,#XpBlk,#XpMade,#XpAtt,#XpPct,#FgAndXpPts,#KoPct,#Kickoffs,#KoYds,#KoOOB,#KoAvg,#KoTB,#KoRet,#KoRetYds,#KoRetAvgYds,#KoTD,#KoOS,#KoOSR,#Punts,#PuntYds,#PuntNetYds,#PuntLng,#PuntAvg,#PuntNetAvg,#PuntBlk,#PuntOOB,#PuntDown,#PuntIn20,#PuntIn20Pct,#PuntTB,#PuntTBPct,#PuntFC,#PuntRet,#PuntRetYds,#PuntRetAvg,#FirstDownsTotal,#FirstDownsPass,#FirstDownsRush,#FirstDownsPenalty,#ThirdDowns,#ThirdDownsAtt,#ThirdDownsPct,#FourthDowns,#FourthDownsAtt,#FourthDownsPct,#Penalties,#PenaltyYds,#OffensePlays,#OffenseYds,#OffenseAvgYds,#TotalTD,#Wins,#Losses,#Ties,#OTWins,#OTLosses,#WinPct,#PointsFor,#PointsAgainst,#PointDifferential
24,24,2014-2015-Regular,53,NYG,New York,Giants,25,16,611,383,62.7,38.2,4549,4322,7.4,6.7,270.1,30,4.9,12,2.0,688,53,10,31,227,93.5,448,28.0,1602,3.6,100.1,13,321,83,18.5,4,2,1,383,4549,11.9,284.3,30,688,218,43,10,0,766,1050,284,48,353,98,14,0,145,10.4,91,71,329,470,0,0,20,14,14,6,7,2,13,1,41,947,23.1,427,0,33,1,0,0,28,260,9.3,151,0,4,0,27,0,1,24,26,92.3,1,1,100.0,6,7,85.7,9,9,100.0,4,5,80.0,4,4,100.0,462,0,44,44,100.0,116,0.0,75,4784,0,63.8,44,31,597,19.3,0,0,0,75,3419,3021,888,45.6,40.3,1,0,15,25,33.3,6,8.0,17,37,398,10.8,328,218,83,27,101,235,43.0,5,15,33.3,89,756,1090,5972,5.5,44,6,10,0,0,0,0.0,380,401,-21
25,25,2014-2015-Regular,60,CHI,Chicago,Bears,26,16,606,396,65.4,37.9,4088,3813,6.8,5.9,238.3,30,5.0,15,2.5,590,41,8,42,275,90.8,352,22.0,1464,4.2,91.5,8,265,91,25.8,5,0,2,396,4088,10.3,255.5,30,590,194,33,8,0,695,994,299,39,212,87,13,1,91,7.0,70,53,300,357,3,0,12,10,14,2,10,-19,12,0,54,1264,23.4,502,1,33,5,0,0,20,174,8.7,134,0,3,0,13,0,0,12,16,75.0,0,0,0.0,5,5,100.0,3,4,75.0,4,6,66.7,0,1,0.0,265,2,33,35,94.3,69,0.0,57,3543,0,62.2,24,33,613,18.6,0,0,0,62,2792,2441,773,45.0,39.4,0,0,7,17,27.4,3,4.8,19,29,351,12.1,322,194,91,37,78,206,37.9,12,26,46.2,105,946,1000,5313,5.3,38,5,11,0,0,0,0.0,313,442,-129
26,26,2014-2015-Regular,51,NYJ,New York,Jets,27,16,498,286,57.4,31.1,3215,2951,6.5,5.4,184.4,16,3.2,14,2.8,580,42,9,47,264,75.8,507,31.7,2256,4.4,141.0,11,395,113,22.3,10,2,8,286,3215,11.2,200.9,16,580,154,31,9,0,695,1037,342,46,309,97,5,0,27,5.4,36,52,339,537,0,1,16,9,7,7,6,-17,13,0,55,1320,24.0,534,0,34,5,0,0,41,319,7.8,217,0,2,1,20,0,1,32,39,82.0,0,0,0.0,13,13,100.0,7,7,100.0,9,13,69.2,3,6,50.0,611,0,23,23,100.0,119,0.0,70,4494,0,64.2,21,49,1135,23.2,0,0,0,66,3094,2811,880,46.9,42.6,1,0,9,21,31.8,9,13.6,24,24,283,11.8,291,154,113,24,90,234,38.5,9,16,56.2,101,882,1052,5187,4.9,27,4,12,0,0,1,0.0,283,399,-116
27,27,2014-2015-Regular,55,WAS,Washington,Redskins,28,16,545,363,66.6,34.1,4469,4010,8.2,6.6,250.6,18,3.3,15,2.8,803,57,20,58,459,91.3,400,25.0,1724,4.3,107.8,15,316,90,22.5,11,0,7,363,4469,12.3,279.3,18,803,185,37,20,0,719,1005,286,34,230,86,6,0,38,6.3,38,45,311,317,0,0,25,12,12,13,11,-12,24,0,36,787,21.9,342,0,21,2,0,0,27,238,8.8,167,0,3,0,27,0,0,24,27,88.9,0,0,0.0,11,11,100.0,6,7,85.7,7,8,87.5,0,1,0.0,436,1,31,32,96.9,103,0.0,66,4242,0,64.3,26,40,1056,26.4,0,0,0,71,3444,2951,935,48.5,41.6,1,0,12,20,28.2,7,9.9,10,41,493,12.0,311,185,90,36,64,199,32.2,4,15,26.7,107,1014,1003,5818,5.8,33,4,12,0,0,0,0.0,301,438,-137
28,28,2014-2015-Regular,66,JAX,Jacksonville,Jaguars,29,16,562,325,57.8,35.1,3498,3037,6.2,4.8,189.8,15,2.7,18,3.2,657,43,9,72,461,71.8,362,22.6,1653,4.6,103.3,9,397,88,24.3,15,2,6,325,3498,10.8,218.6,15,657,154,34,9,0,772,1096,324,46,288,111,6,1,25,4.2,15,49,370,420,0,0,15,9,17,6,14,4,20,2,43,1033,24.0,361,0,31,1,0,0,37,293,7.9,184,0,1,0,15,0,3,20,26,76.9,0,0,0.0,3,3,100.0,7,8,87.5,7,9,77.8,3,6,50.0,478,0,24,24,100.0,84,0.0,58,3805,0,65.6,37,21,492,23.4,0,0,0,87,4149,3659,957,47.7,42.1,2,0,5,20,23.0,10,11.5,20,51,490,9.6,275,154,88,33,69,215,32.1,7,19,36.8,64,507,996,4724,4.7,26,3,13,0,0,0,0.0,248,410,-162
29,29,2014-2015-Regular,74,OAK,Oakland,Raiders,30,16,632,365,57.8,39.5,3505,3312,5.6,5.0,207.0,22,3.5,16,2.5,576,32,6,27,193,74.4,331,20.7,1329,4.0,83.1,4,333,56,16.9,7,2,9,365,3505,9.6,219.1,22,576,173,24,6,0,782,1019,237,22,157,105,6,0,67,11.2,40,57,343,343,2,0,22,13,12,9,5,-113,14,2,44,1016,23.1,420,0,35,1,0,0,36,305,8.5,196,0,5,0,17,0,0,19,22,86.4,0,0,0.0,2,2,100.0,5,5,100.0,9,10,90.0,3,5,60.0,478,0,28,28,100.0,85,0.0,55,3629,0,66.0,34,21,683,32.5,0,0,0,104,4714,4191,882,45.3,40.3,0,0,21,29,27.9,3,2.9,33,43,523,12.2,247,173,56,18,79,236,33.5,8,14,57.1,105,890,990,4681,4.7,28,3,13,0,0,0,0.0,253,452,-199
30,30,2014-2015-Regular,67,TEN,Tennessee,Titans,31,16,508,298,58.7,31.8,3662,3296,7.2,5.9,206.0,19,3.7,12,2.4,674,48,6,50,366,83.6,354,22.1,1450,4.1,90.6,6,311,77,21.8,7,1,4,298,3662,12.3,228.9,19,674,157,42,6,0,754,1048,294,39,224,104,12,1,99,8.2,151,72,359,326,1,0,17,8,5,9,4,-9,13,1,45,1140,25.3,475,0,34,5,0,0,30,237,7.9,161,0,3,1,18,0,0,19,22,86.4,0,0,0.0,5,5,100.0,7,7,100.0,5,8,62.5,2,2,100.0,415,0,27,27,100.0,84,0.0,61,4008,0,65.7,31,30,872,29.1,0,0,0,82,3871,3399,911,47.2,41.4,1,0,7,26,31.7,7,8.5,25,43,472,11.0,256,157,77,22,58,194,29.9,6,17,35.3,104,939,912,4826,5.3,26,2,14,0,0,0,0.0,246,434,-188
31,31,2014-2015-Regular,71,TB,Tampa Bay,Buccaneers,32,16,534,301,56.4,33.4,3672,3332,6.9,5.7,208.2,21,3.9,19,3.6,577,56,9,54,340,76.0,351,21.9,1390,4.0,86.9,7,383,74,21.1,8,3,4,301,3672,12.2,229.5,21,577,162,42,9,0,829,1124,295,35,208,110,13,4,76,5.8,41,61,347,416,1,0,21,13,15,8,11,0,19,0,34,811,23.8,415,0,28,1,0,0,19,269,14.2,207,0,4,1,17,0,2,20,24,83.3,0,0,0.0,2,3,66.7,7,8,87.5,6,7,85.7,5,6,83.3,636,0,31,31,100.0,91,0.0,67,4353,0,65.0,30,37,874,23.6,0,0,0,73,2963,2742,778,40.6,37.6,0,0,12,17,23.3,2,2.7,27,26,221,8.5,267,162,74,31,76,203,37.4,4,12,33.3,106,883,939,4726,5.0,28,2,14,0,0,1,0.0,277,410,-133
0,0,2014-2015-Playoff,50,NE,New England,Patriots,1,3,136,94,69.1,45.3,972,948,7.2,6.8,316.0,11,8.1,4,2.9,104,12,2,4,24,104.2,65,21.7,226,3.5,75.3,4,36,19,29.2,1,0,0,94,972,10.3,324.0,11,104,56,10,2,0,115,159,44,3,13,7,5,0,58,11.6,25,16,58,72,0,0,2,0,1,2,2,0,4,0,10,218,21.8,63,0,8,0,0,0,9,143,15.9,79,0,2,1,4,0,0,1,1,100.0,0,0,0.0,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0.0,21,0,15,15,100.0,18,0.0,19,1207,0,63.5,9,10,234,23.4,0,0,0,11,472,431,159,42.9,39.2,0,0,1,3,27.3,1,9.1,1,8,41,5.1,81,56,19,6,26,42,61.9,2,2,100.0,17,140,205,1174,5.7,15,3,0,0,0,0,100.0,108,62,46
1,1,2014-2015-Playoff,76,ARI,Arizona,Cardinals,2,1,23,12,52.2,23.0,72,41,3.1,1.5,41.0,1,4.4,2,8.7,14,0,0,4,31,36.9,16,16.0,27,1.7,27.0,1,9,2,12.5,0,0,1,12,72,6.0,72.0,1,14,4,0,0,0,45,73,28,1,39,8,1,0,50,50.0,50,3,29,61,0,1,2,1,1,1,2,-5,3,0,2,64,32.0,48,0,1,1,0,0,0,0,0.0,0,0,0,0,2,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2,2,100.0,2,0.0,2,130,0,65.0,2,0,0,0.0,0,0,0,8,285,285,52,35.6,35.6,0,0,2,1,12.5,0,0.0,5,1,0,0.0,7,4,2,1,3,12,25.0,0,0,0.0,6,33,43,68,1.6,2,0,1,0,0,0,0.0,14,29,-15
2,2,2014-2015-Playoff,69,CAR,Carolina,Panthers,3,2,67,41,61.2,33.5,446,391,6.7,5.6,195.5,4,6.0,2,3.0,70,5,0,3,55,88.3,72,36.0,336,4.7,168.0,1,51,18,25.0,1,0,2,41,446,10.9,223.0,4,70,23,5,0,0,50,98,48,6,51,14,2,0,12,6.0,0,4,40,69,0,0,4,3,2,1,1,-35,2,0,3,66,22.0,24,0,2,0,0,0,1,0,0.0,0,0,0,0,9,0,0,3,4,75.0,0,0,0.0,0,0,0.0,2,2,100.0,1,2,50.0,0,0,0.0,82,0,5,5,100.0,14,0.0,8,542,0,67.8,5,3,95,31.7,0,0,0,8,306,297,97,38.2,37.1,0,0,1,4,50.0,1,12.5,5,1,9,9.0,45,23,18,4,14,31,45.2,1,3,33.3,12,105,142,787,5.5,5,1,1,0,0,0,0.0,46,45,1
3,3,2014-2015-Playoff,62,GB,Green Bay,Packers,4,2,73,43,58.9,36.5,494,477,6.8,6.4,238.5,4,5.5,2,2.7,69,5,1,2,17,86.2,59,29.5,252,4.3,126.0,0,61,12,20.3,2,0,1,43,494,11.5,247.0,4,69,27,4,1,0,80,138,58,9,46,11,4,0,57,14.2,4,8,32,69,0,0,3,0,3,3,2,-3,5,0,4,65,16.2,38,0,2,0,0,0,2,40,20.0,29,0,1,0,3,0,0,7,7,100.0,2,2,100.0,0,0,0.0,1,1,100.0,4,4,100.0,0,0,0.0,88,0,3,3,100.0,24,0.0,12,777,0,64.8,5,7,149,21.3,0,0,0,6,242,210,84,40.3,35.0,0,0,0,1,16.7,0,0.0,1,5,32,6.4,41,27,12,2,12,29,41.4,0,0,0.0,15,132,134,729,5.4,4,1,1,0,0,1,0.0,48,49,-1
4,4,2014-2015-Playoff,61,DET,Detroit,Lions,5,1,42,28,66.7,42.0,323,308,7.7,6.8,308.0,1,2.4,1,2.4,51,3,1,3,15,87.7,22,22.0,90,4.1,90.0,1,18,4,18.2,0,0,0,28,323,11.5,323.0,1,51,14,2,1,0,43,48,5,6,51,7,0,0,0,0.0,0,1,25,56,0,0,3,1,2,2,0,0,2,0,1,8,8.0,8,0,0,0,0,0,1,2,2.0,2,0,0,0,1,0,0,2,2,100.0,0,0,0.0,0,0,0.0,2,2,100.0,0,0,0.0,0,0,0.0,39,0,2,2,100.0,8,0.0,5,295,0,59.0,3,2,35,17.5,0,0,0,3,132,132,48,44.0,44.0,0,0,0,1,33.3,0,0.0,3,0,0,0.0,18,14,4,0,4,11,36.4,0,1,0.0,7,44,67,398,5.9,2,0,1,0,0,0,0.0,20,24,-4
5,5,2014-2015-Playoff,52,DAL,Dallas,Cowboys,6,2,49,34,69.4,24.5,484,412,9.9,7.0,206.0,4,8.2,0,0.0,114,5,2,10,72,128.3,50,25.0,220,4.4,110.0,2,48,13,26.0,2,0,2,34,484,14.2,242.0,4,114,20,3,2,0,96,125,29,4,25,9,1,0,5,5.0,5,7,43,43,0,0,5,1,3,4,1,-3,5,0,6,127,21.2,55,0,4,0,0,0,2,11,5.5,8,0,0,0,3,0,0,1,2,50.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0.0,1,1,100.0,51,0,6,6,100.0,9,0.0,9,545,0,60.6,5,4,55,13.8,0,0,0,6,288,286,119,48.0,47.7,0,0,1,2,33.3,1,16.7,2,1,2,2.0,39,20,13,6,10,22,45.4,2,3,66.7,9,65,109,632,5.8,6,1,1,0,0,0,0.0,45,46,-1
6,6,2014-2015-Playoff,72,DEN,Denver,Broncos,7,1,47,26,55.3,47.0,211,200,4.5,4.1,200.0,1,2.1,0,0.0,32,3,0,2,11,74.0,20,20.0,88,4.4,88.0,0,22,6,30.0,1,0,0,26,211,8.1,211.0,1,32,10,3,0,0,49,63,14,0,0,5,2,0,2,1.0,2,6,20,11,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,-1,-1.0,-1,0,0,0,0,0,0,2,2,100.0,0,0,0.0,0,0,0.0,0,0,0.0,2,2,100.0,0,0,0.0,45,0,1,1,100.0,7,0.0,3,203,0,67.7,2,1,32,32.0,0,0,0,4,167,160,48,41.8,40.0,0,0,1,1,25.0,0,0.0,0,3,7,2.3,18,10,6,2,4,16,25.0,1,2,50.0,2,8,69,288,4.2,1,0,1,0,0,0,0.0,13,24,-11
7,7,2014-2015-Playoff,79,SEA,Seattle,Seahawks,8,3,73,42,57.5,24.3,743,685,10.2,8.2,228.3,7,9.6,5,6.8,143,17,3,10,58,95.9,92,30.7,456,5.0,152.0,3,68,23,25.0,2,0,3,42,743,17.7,247.7,7,143,30,14,3,0,127,196,69,4,31,9,5,1,25,5.0,6,11,57,47,0,0,4,1,0,3,1,-7,4,0,4,84,21.0,54,0,2,0,0,0,6,36,6.0,29,0,0,0,4,0,0,2,2,100.0,0,0,0.0,1,1,100.0,1,1,100.0,0,0,0.0,0,0,0.0,64,0,9,9,100.0,15,0.0,14,887,0,63.4,7,7,133,19.0,0,0,0,14,602,535,160,43.0,38.2,0,0,0,5,35.7,0,0.0,8,5,67,13.4,56,30,23,3,18,39,46.2,1,1,100.0,20,160,175,1141,6.5,10,2,1,0,0,0,0.0,83,67,16
0,0,2015-2016-Regular,69,CAR,Carolina,Panthers,1,16,501,300,59.9,31.3,3888,3607,7.8,6.8,225.4,35,7.0,10,2.0,74,53,10,33,281,99.3,526,32.9,2344,4.5,146.5,20,47,138,26.2,11,3,8,300,3888,13.0,243.0,35,74,197,51,10,0,691,1027,336,44,303,104,24,4,157,6.5,34,82,393,475,0,0,17,11,21,3,15,-103,18,1,19,403,21.2,38,0,13,0,0,0,30,400,13.3,87,0,5,1,25,0,4,30,36,83.3,1,1,100.0,10,10,100.0,4,5,80.0,13,16,81.2,2,4,50.0,52,1,56,59,94.9,146,0.0,102,6684,0,65.5,69,33,875,26.5,0,0,0,64,2942,2620,65,46.0,40.9,0,0,3,19,29.7,5,7.8,19,37,322,8.7,363,197,138,28,86,203,42.4,6,10,60.0,101,881,1060,5951,5.6,56,15,1,0,0,0,0.0,502,307,195
1,1,2015-2016-Regular,76,ARI,Arizona,Cardinals,2,16,562,353,62.8,35.1,4778,4598,8.5,7.8,287.4,35,6.2,13,2.3,68,66,15,27,180,101.0,449,28.1,1917,4.3,119.8,16,63,93,20.7,12,5,6,353,4778,13.5,298.6,35,68,237,59,15,0,734,883,149,36,308,109,19,4,144,7.6,40,67,368,498,0,2,20,11,20,6,13,-44,19,2,31,784,25.3,108,1,21,2,0,0,35,289,8.3,38,0,2,0,22,0,0,28,31,90.3,1,1,100.0,12,12,100.0,9,9,100.0,6,7,85.7,0,2,0.0,47,0,53,58,91.4,137,0.0,96,6301,0,65.6,50,46,1262,27.4,0,0,0,55,2381,1933,58,43.3,35.2,1,0,7,18,32.7,6,10.9,19,22,448,20.4,387,237,93,57,93,198,47.0,3,8,37.5,87,710,1038,6567,6.3,53,13,3,0,0,0,0.0,481,315,166
2,2,2015-2016-Regular,50,NE,New England,Patriots,3,16,629,404,64.2,39.3,4843,4617,7.7,6.9,288.6,36,5.7,7,1.1,76,59,12,38,226,102.1,381,23.8,1408,3.7,88.0,14,38,87,22.8,4,0,2,404,4843,12.0,302.7,36,76,230,52,12,0,701,1001,300,49,250,101,12,0,176,14.7,51,78,366,514,1,0,13,7,19,6,9,0,15,2,21,464,22.1,75,0,11,1,0,0,47,553,11.8,82,0,7,1,18,0,0,33,36,91.7,0,0,0.0,6,6,100.0,11,11,100.0,12,14,85.7,4,5,80.0,57,0,52,52,100.0,151,0.0,92,5930,0,64.5,67,25,501,20.0,0,0,0,62,2965,2584,67,47.8,41.7,1,0,6,23,37.1,3,4.8,14,36,381,10.6,370,230,87,53,88,215,40.9,9,15,60.0,91,826,1048,6039,5.8,52,12,4,0,0,2,0.0,463,315,148
3,3,2015-2016-Regular,57,CIN,Cincinnati,Bengals,4,16,505,334,66.1,31.6,4116,3891,8.2,7.2,243.2,31,6.1,9,1.8,80,62,13,32,225,104.2,464,29.0,1833,4.0,114.6,18,38,101,21.8,5,0,9,334,4116,12.3,257.2,31,80,192,53,13,0,716,1023,307,42,291,96,21,1,208,9.9,38,85,348,403,2,0,17,9,10,6,7,-57,13,0,31,705,22.7,58,0,19,2,0,0,42,438,10.4,41,0,4,1,12,0,1,23,28,82.1,0,0,0.0,6,6,100.0,5,6,83.3,10,13,76.9,2,3,66.7,52,1,48,49,98.0,117,0.0,88,5777,0,65.6,42,46,1111,24.2,0,0,0,63,2921,2712,62,46.4,43.0,1,0,10,21,33.3,6,9.5,15,32,209,6.5,368,192,101,75,82,202,40.6,7,12,58.3,109,902,1001,5806,5.8,49,12,4,0,0,1,0.0,419,279,140
4,4,2015-2016-Regular,72,DEN,Denver,Broncos,5,16,606,368,60.7,37.9,4225,3979,7.0,6.2,248.7,19,3.1,23,3.8,75,41,11,39,246,76.4,412,25.8,1718,4.2,107.4,13,72,87,21.1,11,2,6,368,4225,11.5,264.1,19,75,200,38,11,0,725,952,227,51,354,110,14,4,108,7.7,22,87,396,473,2,1,14,7,22,7,13,7,20,1,25,551,22.0,41,0,15,1,0,0,26,350,13.5,83,1,3,2,26,0,0,30,35,85.7,0,0,0.0,12,12,100.0,8,8,100.0,5,8,62.5,5,7,71.4,57,0,35,36,97.2,125,0.0,78,5033,0,64.5,55,23,494,21.5,0,0,0,72,3194,2933,62,44.4,40.7,0,0,16,21,29.2,5,6.9,15,34,261,7.7,327,200,87,40,78,224,34.8,7,14,50.0,108,1026,1057,5697,5.4,33,12,4,0,0,0,0.0,349,296,53
5,5,2015-2016-Regular,63,MIN,Minnesota,Vikings,6,16,454,294,64.8,28.4,3246,2926,7.2,5.9,182.9,14,3.1,9,2.0,52,41,6,45,320,87.9,473,29.6,2210,4.7,138.1,18,80,114,24.1,14,6,8,294,3246,11.0,202.9,14,52,153,40,6,0,792,979,187,43,343,89,13,2,89,6.8,32,63,342,446,1,0,19,8,11,9,9,0,18,1,41,1163,28.4,93,2,29,6,0,0,32,362,11.3,65,1,6,1,15,0,1,34,39,87.2,0,0,0.0,9,9,100.0,13,15,86.7,6,7,85.7,6,8,75.0,54,0,33,37,89.2,135,0.0,86,5615,0,65.3,47,39,1032,26.5,0,0,0,62,2626,2461,61,42.4,39.7,0,0,7,24,38.7,5,8.1,21,24,165,6.9,307,153,114,40,76,199,38.2,5,11,45.4,84,776,972,5136,5.3,33,11,5,0,0,0,0.0,349,300,49
6,6,2015-2016-Regular,73,KC,Kansas City,Chiefs,7,16,473,310,65.5,29.6,3562,3327,7.5,6.4,207.9,20,4.2,7,1.5,80,42,10,45,235,96.0,435,27.2,2051,4.7,128.2,19,52,118,27.1,13,2,4,310,3562,11.5,222.6,20,80,155,36,10,0,740,903,163,47,190,97,22,4,277,12.6,66,91,389,455,1,1,16,8,12,7,8,-27,15,2,33,855,25.9,70,0,21,3,0,0,43,402,9.4,58,0,4,1,8,0,1,30,37,81.1,0,0,0.0,7,8,87.5,10,10,100.0,9,11,81.8,4,8,50.0,53,0,39,41,95.1,129,0.0,84,5549,0,66.1,40,44,1131,25.7,0,0,0,66,2952,2760,62,44.7,41.8,0,0,14,31,47.0,5,7.6,21,25,192,7.7,311,155,118,38,76,197,38.6,6,9,66.7,100,868,953,5378,5.6,41,11,5,0,0,0,0.0,403,287,116
7,7,2015-2016-Regular,51,NYJ,New York,Jets,8,16,604,362,59.9,37.8,4182,4055,6.9,6.5,253.4,33,5.5,16,2.6,69,56,9,22,127,88.0,446,27.9,1873,4.2,117.1,10,58,97,21.8,13,2,6,362,4190,11.6,261.9,33,69,211,51,9,0,655,977,322,39,285,95,18,0,191,10.6,29,76,410,458,0,0,14,8,14,5,11,-19,16,0,36,771,21.4,54,0,21,1,0,0,48,448,9.3,58,0,2,1,22,0,0,27,33,81.8,0,0,0.0,6,6,100.0,10,10,100.0,9,14,64.3,2,3,66.7,55,0,42,43,97.7,123,0.0,82,5431,0,66.2,34,48,1161,24.2,0,0,0,64,2865,2360,68,44.8,36.9,1,0,9,21,32.8,4,6.2,14,37,505,13.6,341,211,97,33,92,229,40.2,6,14,42.9,89,727,1072,5964,5.6,43,10,6,0,0,0,62.5,381,314,67
8,8,2015-2016-Regular,59,PIT,Pittsburgh,Steelers,9,16,590,391,66.3,36.9,4826,4608,8.2,7.4,288.0,26,4.4,21,3.6,88,61,21,33,218,91.2,386,24.1,1715,4.4,107.2,16,55,91,23.6,15,3,5,391,4826,12.3,301.6,26,88,207,51,21,0,757,1042,285,48,312,105,17,2,199,11.7,42,75,368,536,2,0,14,6,16,8,14,-2,22,0,29,708,24.4,38,0,21,0,0,0,25,221,8.8,71,1,1,1,17,0,0,35,42,83.3,1,1,100.0,11,11,100.0,9,9,100.0,12,19,63.2,2,2,100.0,51,0,32,34,94.1,137,0.0,90,5810,0,64.6,38,52,1262,24.3,0,0,0,54,2311,2053,79,42.8,38.0,0,0,12,26,48.2,2,3.7,21,19,258,13.6,360,207,91,62,75,193,38.9,4,12,33.3,93,863,1009,6321,6.3,42,10,6,0,0,1,0.0,417,319,98
9,9,2015-2016-Regular,62,GB,Green Bay,Packers,10,16,573,348,60.7,35.8,3853,3423,6.7,5.5,213.9,31,5.4,8,1.4,65,56,6,47,430,92.9,435,27.2,1847,4.2,115.4,9,65,103,23.7,9,1,8,348,3853,11.1,240.8,31,65,177,55,6,0,739,961,222,43,256,99,16,2,114,7.1,48,70,366,423,1,0,25,11,10,12,6,19,18,1,33,897,27.2,70,0,23,5,0,0,29,181,6.2,16,0,0,0,23,0,1,24,28,85.7,1,1,100.0,7,7,100.0,4,4,100.0,8,11,72.7,4,5,80.0,56,0,36,36,100.0,108,0.0,77,4983,0,64.7,40,37,980,26.5,0,0,0,67,3093,2872,62,46.2,42.9,0,0,6,16,23.9,6,9.0,14,38,221,5.8,330,177,103,50,71,207,34.3,11,21,52.4,101,881,1055,5466,5.2,41,10,6,0,0,0,0.0,368,323,45
10,10,2015-2016-Regular,79,SEA,Seattle,Seahawks,11,16,489,333,68.1,30.6,4072,3777,8.3,7.1,236.1,34,7.0,8,1.6,80,60,9,46,295,109.9,500,31.2,2355,4.7,147.2,10,69,130,26.0,13,3,7,333,4072,12.2,254.5,34,80,193,53,9,0,617,952,335,37,280,98,14,0,241,17.2,68,76,339,484,0,0,16,9,17,5,8,-69,13,3,33,868,26.3,105,1,23,3,0,0,42,567,13.5,66,1,8,5,22,0,1,29,31,93.6,0,0,0.0,9,9,100.0,7,7,100.0,7,9,77.8,6,6,100.0,54,2,40,44,90.9,127,0.0,88,5824,0,66.2,46,42,1073,25.6,0,0,0,63,2888,2512,77,45.8,39.9,0,0,8,25,39.7,7,11.1,20,26,376,14.5,353,193,130,30,99,213,46.5,8,9,88.9,111,985,1035,6186,6.0,47,10,6,0,0,2,0.0,411,277,134
11,11,2015-2016-Regular,55,WAS,Washington,Redskins,12,16,555,386,69.6,34.7,4326,4086,7.8,7.0,255.4,30,5.4,11,2.0,78,53,9,27,240,102.3,428,26.8,1570,3.7,98.1,9,48,83,19.4,10,2,7,386,4326,11.2,270.4,30,78,210,49,9,0,669,1041,372,38,237,87,11,1,146,13.3,44,58,339,502,0,1,21,10,21,8,15,1,23,3,39,1004,25.7,101,2,26,3,0,0,31,196,6.3,27,0,1,0,17,0,1,26,30,86.7,0,0,0.0,7,7,100.0,9,9,100.0,8,10,80.0,2,4,50.0,54,0,40,41,97.6,118,0.0,79,5117,0,64.8,53,26,614,23.6,0,0,0,65,3053,2778,64,47.0,42.7,1,0,14,23,35.4,7,10.8,14,27,275,10.2,332,210,83,39,95,217,43.8,8,12,66.7,96,804,1010,5742,5.7,42,9,7,0,0,1,0.0,376,377,-1
