,Unnamed: 0,Season,#Team ID,#Team Abbr.,#Team City,#Team Name,#Rank,#GamesPlayed,#PassAttempts,#PassCompletions,#PassPct,#PassAttemptsPerGame,#PassGrossYards,#PassNetYards,#PassAvg,#PassYardsPerAtt,#PassYardsPerGame,#PassTD,#PassTDPct,#PassInt,#PassIntPct,#PassLng,#Pass20Plus,#Pass40Plus,#PassSacks,#PassSackY,#QBRating,#RushAttempts,#RushAttemptsPerGame,#RushYards,#RushAverage,#RushYardsPerGame,#RushTD,#RushLng,#Rush1stDowns,#Rush1stDownsPct,#Rush20Plus,#Rush40Plus,#RushFumbles,#Receptions,#RecYards,#RecAverage,#RecYardsPerGame,#RecTD,#RecLng,#Rec1stDowns,#Rec20Plus,#Rec40Plus,#RecFumbles,#TackleSolo,#TackleTotal,#TackleAst,#Sacks,#SackYds,#TacklesForLoss,#Interceptions,#IntTD,#IntYds,#IntAverage,#IntLng,#PassesDefended,#Stuffs,#StuffYds,#KB,#Safeties,#Fumbles,#FumLost,#FumForced,#FumOwnRec,#FumOppRec,#FumRecYds,#FumTotalRec,#FumTD,#KrRet,#KrYds,#KrAvg,#KrLng,#KrTD,#Kr20Plus,#Kr40Plus,#KrFC,#KrFum,#PrRet,#PrYds,#PrAvg,#PrLng,#PrTD,#Pr20Plus,#Pr40Plus,#PrFC,#PrFum,#FgBlk,#FgMade,#FgAtt,#FgPct,#FgMade1_19,#FgAtt1_19,#Fg1_19Pct,#FgMade20_29,#FgAtt20_29,#Fg20_29Pct,#FgMade30_39,#FgAtt30_39,#Fg30_39Pct,#FgMade40_49,#FgAtt40_49,#Fg40_49Pct,#FgMade50Plus,#FgAtt50Plus,#Fg50PlusPct,#FgLng,#XpBlk,#XpMade,#XpAtt,#XpPct,#FgAndXpPts,#KoPct,#Kickoffs,#KoYds,#KoOOB,#KoAvg,#KoTB,#KoRet,#KoRetYds,#KoRetAvgYds,#KoTD,#KoOS,#KoOSR,#Punts,#PuntYds,#PuntNetYds,#PuntLng,#PuntAvg,#PuntNetAvg,#PuntBlk,#PuntOOB,#PuntDown,#PuntIn20,#PuntIn20Pct,#PuntTB,#PuntTBPct,#PuntFC,#PuntRet,#PuntRetYds,#PuntRetAvg,#FirstDownsTotal,#FirstDownsPass,#FirstDownsRush,#FirstDownsPenalty,#ThirdDowns,#ThirdDownsAtt,#ThirdDownsPct,#FourthDowns,#FourthDownsAtt,#FourthDownsPct,#Penalties,#PenaltyYds,#OffensePlays,#OffenseYds,#OffenseAvgYds,#TotalTD,#Wins,#Losses,#Ties,#OTWins,#OTLosses,#WinPct,#PointsFor,#PointsAgainst,#PointDifferential
8,8,2015-2016-Playoff,64,HOU,Houston,Texans,9,1,34,15,44.1,34.0,136,117,4.0,3.2,117.0,0,0.0,4,11.8,17,0,0,3,19,15.9,25,25.0,114,4.6,114.0,0,49,3,12.0,1,1,0,15,136,9.1,136.0,0,17,10,0,0,0,51,84,33,3,17,6,1,0,0,0.0,0,1,13,22,0,0,2,1,0,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,3,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1,71,0,71.0,0,1,106,106.0,0,0,0,5,228,150,53,45.6,30.0,0,0,0,1,20.0,0,0.0,1,4,78,19.5,14,10,3,1,6,14,42.9,0,1,0.0,4,29,62,231,3.7,0,0,1,0,0,0,0.0,0,30,-30
9,9,2015-2016-Playoff,59,PIT,Pittsburgh,Steelers,10,2,73,44,60.3,36.5,578,512,7.9,6.4,256.0,1,1.4,1,1.4,118,11,3,7,66,84.2,48,24.0,252,5.2,126.0,1,84,10,20.8,3,2,1,44,578,13.1,289.0,1,118,20,8,3,0,90,123,33,4,39,14,1,0,35,35.0,35,9,57,46,0,0,2,2,4,0,3,-4,3,0,1,16,16.0,16,0,0,0,0,0,5,28,5.6,18,0,0,0,2,0,0,7,7,100.0,0,0,0.0,1,1,100.0,4,4,100.0,2,2,100.0,0,0,0.0,86,0,1,1,100.0,22,0.0,10,658,0,65.8,8,2,50,25.0,0,0,0,10,427,351,99,42.7,35.1,0,0,2,3,30.0,1,10.0,4,3,76,25.3,36,20,10,6,4,25,16.0,1,3,33.3,14,165,128,764,6.0,2,1,1,0,0,0,0.0,34,39,-5
10,10,2015-2016-Playoff,57,CIN,Cincinnati,Bengals,11,1,41,23,56.1,41.0,216,184,5.3,4.2,184.0,1,2.4,1,2.4,25,2,0,3,32,68.8,24,24.0,96,4.0,96.0,1,38,6,25.0,1,0,2,23,216,9.4,216.0,1,25,11,2,0,0,48,68,20,4,38,9,1,0,0,0.0,0,6,29,41,0,0,5,3,1,2,1,11,3,0,2,50,25.0,28,0,2,0,0,0,2,34,17.0,24,0,1,0,3,0,0,1,1,100.0,0,0,0.0,0,0,0.0,1,1,100.0,0,0,0.0,0,0,0.0,36,0,1,1,100.0,4,0.0,4,262,0,65.5,3,1,16,16.0,0,0,0,6,255,247,51,42.5,41.2,0,0,2,3,50.0,0,0.0,2,2,8,4.0,21,11,6,4,5,15,33.3,1,1,100.0,9,94,68,302,4.4,2,0,1,0,0,0,0.0,16,18,-2
11,11,2015-2016-Playoff,79,SEA,Seattle,Seahawks,12,2,74,44,59.5,37.0,508,454,6.9,5.6,227.0,4,5.4,3,4.0,68,5,0,7,54,81.4,41,20.5,184,4.5,92.0,0,30,7,17.1,0,0,2,44,508,11.6,254.0,4,68,27,6,0,0,89,147,58,4,31,15,0,0,0,0.0,0,8,35,71,0,0,2,0,2,2,1,-37,3,0,4,104,26.0,62,0,2,1,0,0,4,18,4.5,15,0,0,0,4,0,0,2,3,66.7,0,0,0.0,0,0,0.0,1,1,100.0,1,1,100.0,0,1,0.0,82,0,4,4,100.0,10,0.0,7,412,0,58.9,0,7,124,17.7,0,0,0,7,244,237,75,34.9,33.9,0,0,3,3,42.9,0,0.0,1,2,7,3.5,36,27,7,2,10,25,40.0,1,5,20.0,9,85,122,638,5.2,4,1,1,0,0,0,0.0,34,40,-6
0,0,2016-2017-Regular,50,NE,New England,Patriots,1,16,550,368,66.9,34.4,4470,4319,8.1,7.5,269.9,32,5.8,2,0.4,79,56,9,24,151,109.6,482,30.1,1846,3.8,115.4,19,44,108,22.4,5,3,10,368,4472,12.2,279.5,32,90,204,56,9,0,622,990,368,34,230,64,13,0,107,8.2,46,68,330,335,3,2,27,9,17,17,10,-26,27,0,27,523,19.4,73,0,10,2,0,0,41,363,8.8,30,0,3,0,18,0,0,27,32,84.4,0,0,0.0,9,9,100.0,7,9,77.8,9,10,90.0,2,4,50.0,53,0,46,49,93.9,127,0.0,91,5831,0,64.1,52,39,789,20.2,0,0,0,64,2885,2741,57,45.1,42.8,0,0,13,23,35.9,5,7.8,19,24,144,6.0,357,204,108,45,104,230,45.2,8,12,66.7,86,757,1059,6167,5.8,51,14,2,0,0,0,87.5,437,252,185
1,1,2016-2017-Regular,52,DAL,Dallas,Cowboys,2,16,484,325,67.2,30.2,3820,3650,7.9,7.1,228.1,25,5.2,6,1.2,83,39,8,28,170,103.0,494,30.9,2328,4.7,145.5,24,63,139,28.1,14,3,10,325,3837,11.8,239.8,25,83,192,40,8,0,701,1000,299,36,208,100,9,0,75,8.3,27,61,340,405,0,0,22,9,16,13,10,-14,23,0,22,475,21.6,33,0,16,0,0,0,27,237,8.8,39,0,3,0,15,0,0,27,32,84.4,0,0,0.0,9,9,100.0,8,8,100.0,7,9,77.8,3,6,50.0,56,0,46,46,100.0,127,0.0,89,5749,0,64.6,57,32,747,23.3,0,0,0,48,2178,1983,63,45.4,41.3,1,0,5,18,37.5,4,8.3,17,19,195,10.3,362,192,139,31,80,188,42.6,8,9,88.9,99,841,1006,6008,6.0,49,13,3,0,0,0,81.25,421,306,115
2,2,2016-2017-Regular,73,KC,Kansas City,Chiefs,3,16,546,365,66.8,34.1,3920,3745,7.2,6.5,234.1,19,3.5,8,1.5,80,46,9,32,175,93.2,412,25.8,1732,4.2,108.2,15,70,86,20.9,7,5,5,365,3920,10.7,245.0,19,80,197,46,9,0,752,936,184,28,168,87,18,4,89,4.9,28,100,434,220,0,2,16,8,16,5,15,-70,20,1,40,1030,25.8,105,1,28,3,0,0,37,703,19.0,95,2,10,4,8,0,0,31,35,88.6,0,0,0.0,8,9,88.9,15,17,88.2,6,7,85.7,2,2,100.0,54,1,36,39,92.3,129,0.0,82,5257,0,64.1,48,34,839,24.7,0,0,0,72,3250,3082,64,45.1,42.8,0,0,6,33,45.8,9,12.5,27,26,168,6.5,309,197,87,25,81,213,38.0,10,14,71.4,105,828,990,5487,5.5,35,12,4,0,0,0,75.0,371,311,60
3,3,2016-2017-Regular,74,OAK,Oakland,Raiders,4,16,594,378,63.6,37.1,4133,4044,7.0,6.6,252.8,29,4.9,7,1.2,75,51,8,18,89,95.5,431,26.9,1881,4.4,117.6,17,75,97,22.5,16,2,7,378,4121,10.9,257.6,29,75,199,51,8,0,720,924,204,25,142,70,16,1,141,8.8,40,69,308,263,1,0,13,7,20,5,12,-9,17,0,25,549,22.0,50,0,17,1,0,0,41,471,11.5,47,0,6,2,13,0,0,29,35,82.9,1,1,100.0,9,9,100.0,6,6,100.0,10,11,90.9,3,8,37.5,56,1,37,39,94.9,124,0.0,86,5509,0,64.1,43,43,884,20.6,0,0,0,70,3469,2993,72,49.6,42.8,0,0,13,29,41.4,9,12.9,15,32,476,14.9,332,199,96,37,82,220,37.3,5,12,41.7,141,1236,1045,5913,5.7,46,12,4,0,0,0,75.0,416,385,31
4,4,2016-2017-Regular,59,PIT,Pittsburgh,Steelers,5,16,597,381,63.8,37.3,4377,4195,7.3,6.8,262.2,33,5.5,15,2.5,72,64,10,21,182,93.8,410,25.6,1715,4.2,107.2,13,60,97,23.7,2,2,9,381,4377,11.5,273.6,33,72,210,64,10,0,710,998,288,38,252,102,14,0,230,16.4,58,81,341,709,1,0,14,3,16,8,11,-33,19,1,27,604,22.4,44,0,19,1,0,0,22,189,8.6,33,0,2,0,19,0,1,24,28,85.7,0,0,0.0,2,2,100.0,10,11,90.9,12,13,92.3,0,2,0.0,49,0,37,37,100.0,109,0.0,79,5100,0,64.6,52,27,679,25.2,0,0,0,57,2644,2279,64,46.4,40.0,1,0,9,22,38.6,3,5.3,17,28,365,13.0,330,210,97,23,83,203,40.9,9,16,56.2,103,990,1029,5918,5.8,47,11,5,0,0,0,68.75,397,327,70
5,5,2016-2017-Regular,53,NYG,New York,Giants,6,16,599,378,63.1,37.4,4059,3914,6.8,6.3,244.6,26,4.3,16,2.7,75,47,11,22,145,86.2,398,24.9,1411,3.6,88.2,6,25,73,18.3,7,0,2,378,4060,10.7,253.8,26,75,191,47,11,0,783,1098,315,35,289,91,17,1,130,7.6,29,98,379,379,2,0,20,9,15,9,10,2,19,3,30,710,23.7,46,0,20,3,0,0,42,420,10.0,63,0,3,2,17,0,0,21,22,95.4,1,1,100.0,6,6,100.0,6,6,100.0,8,8,100.0,0,1,0.0,48,0,31,35,88.6,94,0.0,68,4350,0,64.0,37,31,730,23.6,0,0,0,81,3759,3368,63,46.4,41.6,0,0,20,30,37.0,8,9.9,16,36,391,10.9,291,191,73,27,79,220,35.9,9,19,47.4,86,847,1019,5280,5.2,35,11,5,0,0,0,68.75,310,282,28
6,6,2016-2017-Regular,68,ATL,Atlanta,Falcons,7,16,537,374,69.6,33.6,4960,4723,9.2,8.2,295.2,38,7.1,7,1.3,76,69,17,37,237,116.8,420,26.2,1932,4.6,120.8,20,75,109,26.0,11,4,4,374,4967,13.3,310.4,38,76,240,69,17,0,690,993,303,35,271,82,12,3,126,10.5,42,86,351,446,2,0,10,4,18,5,9,-5,14,2,23,490,21.3,42,0,13,1,0,0,24,343,14.3,73,0,3,2,21,0,1,34,37,91.9,0,0,0.0,12,12,100.0,7,8,87.5,9,9,100.0,6,8,75.0,59,0,56,57,98.2,158,0.0,109,7041,0,64.6,72,37,908,24.5,0,0,0,46,2170,1941,68,47.2,42.2,0,0,4,20,43.5,1,2.2,18,23,229,10.0,383,240,109,34,75,178,42.1,8,14,57.1,101,813,994,6708,6.8,60,11,5,0,0,1,68.75,540,406,134
7,7,2016-2017-Regular,79,SEA,Seattle,Seahawks,8,16,567,368,64.9,35.4,4479,4180,7.9,6.9,261.2,23,4.1,12,2.1,59,54,12,42,299,93.8,402,25.1,1578,3.9,98.6,13,75,84,20.9,3,4,10,368,4480,12.2,280.0,23,59,203,54,12,0,623,1075,452,42,229,107,11,0,72,6.6,31,70,358,378,2,0,24,7,16,14,9,-10,23,1,34,820,24.1,46,0,25,2,0,0,30,292,9.7,62,0,4,1,28,0,1,33,37,89.2,0,0,0.0,11,13,84.6,13,13,100.0,8,10,80.0,1,1,100.0,53,5,29,35,82.9,128,0.0,85,5462,0,64.3,54,31,642,20.7,0,0,0,62,2768,2526,64,44.6,40.7,0,0,9,24,38.7,3,4.8,22,28,242,8.6,317,203,84,30,79,208,38.0,5,12,41.7,114,954,1010,5761,5.7,37,10,5,1,0,0,62.5,358,284,74
8,8,2016-2017-Regular,49,MIA,Miami,Dolphins,9,16,477,316,66.2,29.8,3746,3533,7.8,7.0,220.8,27,5.7,15,3.1,74,46,15,30,213,95.8,405,25.3,1777,4.4,111.1,14,62,89,22.0,7,5,12,316,3748,11.9,234.2,27,74,167,46,15,0,701,1096,395,33,225,101,16,1,126,7.9,27,71,369,413,3,0,23,7,17,13,10,-30,23,1,34,879,25.8,96,1,20,4,0,0,33,398,12.1,74,1,3,2,18,0,2,16,21,76.2,0,0,0.0,8,10,80.0,6,6,100.0,1,3,33.3,1,2,50.0,55,0,41,42,97.6,89,0.0,72,4638,0,64.4,41,31,643,20.7,0,0,0,83,3675,3261,59,44.3,39.3,0,0,15,29,34.9,5,6.0,26,35,414,11.8,281,167,90,24,69,187,36.9,1,4,25.0,123,1127,912,5312,5.8,42,10,6,0,0,0,62.5,351,380,-29
9,9,2016-2017-Regular,62,GB,Green Bay,Packers,10,16,620,403,65.0,38.8,4445,4307,7.2,6.6,269.2,40,6.4,8,1.3,66,57,10,35,138,102.2,371,23.2,1652,4.4,103.2,11,61,89,24.0,11,2,6,403,4462,11.1,278.9,40,66,223,58,10,0,721,928,207,41,308,96,17,0,209,12.3,44,85,325,506,0,0,23,8,10,11,7,-18,18,0,31,637,20.6,40,0,16,1,0,0,24,296,12.3,55,0,5,1,21,0,1,26,30,86.7,1,1,100.0,6,6,100.0,13,15,86.7,5,6,83.3,1,2,50.0,53,0,44,47,93.6,122,0.0,87,5586,0,64.2,46,41,1092,26.6,0,0,0,45,2022,1870,61,44.9,41.6,0,0,7,16,35.6,4,8.9,18,15,152,10.1,358,223,89,46,98,210,46.7,7,17,41.2,94,776,1027,5752,5.6,51,10,6,0,0,0,0.625,432,388,44
10,10,2016-2017-Regular,64,HOU,Houston,Texans,11,16,583,347,59.5,36.4,3453,3205,5.9,5.2,200.3,15,2.6,16,2.7,53,34,4,32,248,73.5,455,28.4,1853,4.1,115.8,8,45,102,22.4,9,1,6,347,3453,10.0,215.8,15,53,173,34,4,0,678,974,296,31,199,95,11,1,90,8.2,24,65,315,283,0,0,19,9,5,7,6,-4,13,0,27,549,20.3,40,0,11,1,0,0,37,427,11.5,67,1,3,2,29,0,0,35,41,85.4,1,1,100.0,12,12,100.0,11,11,100.0,8,11,72.7,3,6,50.0,53,1,22,25,88.0,127,0.0,70,4430,0,63.3,23,47,1149,24.4,0,0,0,67,3237,2727,62,48.3,40.7,0,0,3,27,40.3,3,4.5,13,47,510,10.8,313,173,102,38,87,233,37.3,9,23,39.1,82,853,1070,5070,4.7,23,9,7,0,0,0,56.25,271,328,-57
11,11,2016-2017-Regular,67,TEN,Tennessee,Titans,12,16,504,307,60.9,31.5,3775,3583,7.5,6.7,223.9,29,5.8,11,2.2,60,53,8,28,192,94.1,476,29.8,2168,4.6,135.5,16,75,117,24.6,5,3,10,308,3784,12.3,236.5,29,60,176,53,9,0,687,909,222,40,271,83,12,0,68,5.7,33,77,409,389,0,0,15,7,4,7,6,-78,13,1,32,634,19.8,37,0,14,0,0,0,30,277,9.2,18,0,0,0,22,0,0,22,24,91.7,1,1,100.0,4,4,100.0,6,6,100.0,8,8,100.0,3,5,60.0,53,1,39,41,95.1,105,0.0,78,5001,0,64.1,57,21,464,22.1,0,0,0,72,3168,2769,71,44.0,38.5,0,0,5,28,38.9,4,5.6,27,35,399,11.4,344,176,117,51,101,219,46.1,4,11,36.4,103,972,1010,5780,5.7,46,9,7,0,0,0,56.25,383,376,7
12,12,2016-2017-Regular,72,DEN,Denver,Broncos,13,16,570,339,59.5,35.6,3952,3722,6.9,6.1,232.6,20,3.5,11,1.9,76,41,8,40,230,84.2,407,25.4,1473,3.6,92.1,11,64,77,18.9,3,1,5,339,3952,11.7,247.0,20,76,181,42,8,0,749,1004,255,42,264,75,14,3,219,15.6,45,79,364,397,2,0,24,13,15,10,13,-10,23,1,21,481,22.9,46,0,12,2,0,0,34,333,9.8,25,0,3,0,26,0,0,29,34,85.3,0,0,0.0,9,9,100.0,10,10,100.0,7,9,77.8,3,6,50.0,55,1,32,33,97.0,119,0.0,74,4749,0,64.2,51,23,512,22.3,0,0,0,83,3820,3546,68,46.0,42.7,0,0,12,29,34.9,6,7.2,25,40,274,6.8,294,181,77,36,75,219,34.2,9,17,52.9,110,928,1016,5185,5.1,32,9,7,0,0,1,56.25,333,295,38
13,13,2016-2017-Regular,61,DET,Detroit,Lions,14,16,594,388,65.3,37.1,4327,4101,7.3,6.5,256.3,24,4.0,10,1.7,73,52,10,37,226,93.3,349,21.8,1309,3.8,81.8,9,42,76,21.8,5,1,2,388,4338,11.2,271.1,24,73,218,52,10,0,729,947,218,26,161,70,10,1,57,5.7,18,62,258,305,1,1,7,4,7,2,5,2,7,0,35,829,23.7,56,0,25,3,0,0,19,298,15.7,85,2,4,2,16,0,0,31,36,86.1,0,0,0.0,10,10,100.0,4,5,80.0,10,14,71.4,7,7,100.0,58,1,31,33,93.9,124,0.0,75,4816,0,64.2,53,22,502,22.8,0,0,0,59,2845,2504,63,48.2,42.4,0,0,7,24,40.7,3,5.1,14,33,341,10.3,352,218,77,57,83,195,42.6,7,10,70.0,92,833,978,5421,5.5,33,9,7,0,0,0,0.562,330,360,-30
14,14,2016-2017-Regular,71,TB,Tampa Bay,Buccaneers,15,16,578,355,61.4,36.1,4165,3849,7.2,6.3,240.6,29,5.0,18,3.1,50,43,4,35,316,87.0,451,28.2,1608,3.6,100.5,8,45,79,17.5,3,2,9,355,4165,11.7,260.3,29,50,220,43,4,0,771,960,189,38,234,92,17,4,130,7.6,53,82,328,343,0,1,20,10,16,7,12,-18,19,0,18,295,16.4,26,0,5,0,0,0,27,268,9.9,25,0,3,0,22,0,1,22,30,73.3,0,0,0.0,5,5,100.0,13,15,86.7,4,9,44.4,0,1,0.0,48,0,32,34,94.1,98,0.0,77,5032,0,65.4,52,25,589,23.6,0,0,0,67,3063,2921,59,45.7,43.6,0,0,9,36,53.7,5,7.5,29,24,142,5.9,356,220,81,55,94,215,43.7,4,9,44.4,104,901,1065,5606,5.3,37,9,7,0,0,1,56.25,356,365,-9
15,15,2016-2017-Regular,55,WAS,Washington,Redskins,16,16,607,407,67.0,37.9,4972,4764,8.2,7.6,297.8,25,4.1,12,2.0,80,70,13,23,208,97.6,380,23.8,1692,4.4,105.8,17,66,88,23.2,6,4,8,407,4972,12.2,310.8,25,80,226,70,13,0,742,1062,320,38,257,92,13,0,186,14.3,79,73,326,1672,1,0,18,9,17,9,8,-12,17,0,26,581,22.4,45,0,17,1,0,0,29,385,13.3,85,1,5,2,16,0,0,34,42,81.0,0,0,0.0,12,12,100.0,12,14,85.7,7,9,77.8,3,7,42.9,53,0,36,39,92.3,138,0.0,87,5593,0,64.3,65,22,515,23.4,0,0,0,40,1867,1561,61,46.7,39.0,0,0,2,12,30.0,4,10.0,7,27,306,11.3,352,226,91,35,91,200,45.5,7,14,50.0,108,890,1010,6504,6.4,42,8,7,1,0,0,50.0,390,383,7
16,16,2016-2017-Regular,56,BAL,Baltimore,Ravens,17,16,679,439,64.6,42.4,4347,4102,6.4,5.8,256.4,20,3.0,16,2.4,95,40,11,33,245,82.6,365,22.8,1274,3.5,79.6,10,41,79,21.6,7,1,5,436,4354,10.0,272.1,20,95,204,40,11,0,649,955,306,31,229,91,18,0,203,11.3,53,66,333,406,3,0,19,5,11,12,10,-8,22,2,25,647,25.9,60,0,15,3,0,0,30,283,9.4,28,0,2,0,21,0,1,38,39,97.4,0,0,0.0,4,4,100.0,10,11,90.9,14,14,100.0,10,10,100.0,57,0,27,27,100.0,141,0.0,78,5003,0,64.1,52,26,563,21.6,0,0,0,62,2986,2613,68,48.2,42.2,0,0,10,28,45.2,5,8.1,14,31,373,12.0,325,204,80,41,86,233,36.9,8,19,42.1,121,1078,1071,5389,5.0,32,8,8,0,0,0,50.0,347,317,30
17,17,2016-2017-Regular,65,IND,Indianapolis,Colts,18,16,583,370,63.5,36.4,4475,4175,7.7,6.7,260.9,32,5.5,15,2.6,64,63,8,44,300,94.5,409,25.6,1590,3.9,99.4,13,33,93,22.7,4,0,7,370,4469,12.1,279.3,32,64,221,63,8,0,706,954,248,33,228,65,8,0,100,12.5,56,61,309,348,2,0,17,6,14,8,9,-17,17,1,32,816,25.5,99,1,20,3,0,0,20,190,9.5,30,0,3,0,22,0,0,27,31,87.1,0,0,0.0,3,3,100.0,7,7,100.0,10,12,83.3,7,9,77.8,54,0,44,44,100.0,125,0.0,87,5602,0,64.4,49,38,807,21.2,0,0,0,46,2298,2146,74,50.0,46.6,0,0,3,16,34.8,9,19.6,17,16,152,9.5,355,221,94,40,87,203,42.9,8,19,42.1,96,847,1036,5852,5.6,46,8,8,0,0,1,50.0,405,390,15
18,18,2016-2017-Regular,63,MIN,Minnesota,Vikings,19,16,588,414,70.4,36.8,4128,3828,7.0,6.1,239.2,20,3.4,5,0.8,71,52,8,38,300,97.8,380,23.8,1087,2.9,67.9,9,36,66,17.4,5,0,5,414,4128,10.0,258.0,20,71,209,52,8,0,652,967,315,41,334,80,14,2,76,5.4,29,56,322,402,1,1,20,11,14,8,13,4,21,2,32,910,28.4,104,1,21,4,0,0,33,393,11.9,79,2,6,2,22,0,1,27,31,87.1,1,1,100.0,6,6,100.0,10,11,90.9,8,10,80.0,2,3,66.7,51,1,26,33,78.8,107,0.0,76,4892,0,64.4,38,38,986,26.0,0,0,0,71,3046,2829,72,42.9,39.8,0,0,14,33,46.5,3,4.2,28,24,217,9.0,305,209,67,29,82,214,38.3,8,17,47.1,103,882,1005,4935,4.9,31,8,8,0,0,1,50.0,309,307,2
19,19,2016-2017-Regular,76,ARI,Arizona,Cardinals,20,16,646,383,59.3,40.4,4432,4093,6.9,6.0,255.8,28,4.3,17,2.6,80,51,6,41,339,83.6,398,24.9,1710,4.3,106.9,20,58,99,24.9,6,4,12,383,4437,11.6,277.3,28,80,229,52,6,0,758,955,197,48,442,133,14,2,132,9.4,52,66,365,589,2,2,30,12,19,15,14,-115,29,1,25,546,21.8,51,0,12,2,0,0,38,241,6.3,32,0,1,0,24,0,1,21,28,75.0,1,1,100.0,5,6,83.3,6,7,85.7,6,8,75.0,3,6,50.0,60,1,43,47,91.5,106,0.0,80,5153,0,64.4,52,28,675,24.1,0,0,0,74,3146,2796,62,42.5,37.8,1,0,10,26,35.1,2,2.7,29,32,350,10.9,386,229,99,58,88,216,40.7,5,10,50.0,103,884,1085,5900,5.4,49,7,8,1,0,0,43.75,416,364,52
20,20,2016-2017-Regular,48,BUF,Buffalo,Bills,21,16,472,286,60.6,29.5,3242,3027,6.9,5.8,189.2,17,3.6,7,1.5,84,35,8,46,215,87.0,490,30.6,2608,5.3,163.0,29,75,145,29.6,22,5,11,287,3268,11.4,204.2,17,84,155,35,8,0,736,1067,331,39,253,87,12,1,166,13.8,49,76,403,367,0,0,14,5,11,9,6,-53,15,2,38,817,21.5,45,0,20,2,0,0,28,330,11.8,43,0,8,1,17,0,0,19,25,76.0,1,1,100.0,8,8,100.0,5,5,100.0,4,9,44.4,1,2,50.0,54,1,40,45,88.9,97,0.0,78,4855,0,62.2,35,43,957,22.3,0,0,0,57,2515,2242,62,44.1,39.3,0,0,7,14,24.6,3,5.3,8,34,273,8.0,335,155,145,35,86,214,40.2,7,15,46.7,90,833,1019,5663,5.6,48,7,9,0,0,1,43.75,401,376,25
21,21,2016-2017-Regular,54,PHI,Philadelphia,Eagles,22,16,607,380,62.6,37.9,3798,3583,6.3,5.6,223.9,16,2.6,14,2.3,73,39,6,33,215,79.5,438,27.4,1740,4.0,108.8,16,30,114,26.0,7,0,14,380,3798,10.0,237.4,16,73,192,39,6,0,656,907,251,34,231,93,16,3,80,5.0,34,75,360,470,2,0,24,7,15,14,10,-64,24,0,34,939,27.6,98,2,20,5,0,0,18,313,17.4,72,0,4,3,13,0,1,35,41,85.4,0,0,0.0,12,12,100.0,12,12,100.0,7,11,63.6,4,6,66.7,55,0,30,31,96.8,135,0.0,84,5401,0,64.3,46,38,726,19.1,0,0,0,56,2590,2385,72,46.2,42.6,0,0,10,19,33.9,6,10.7,15,24,205,8.5,330,192,113,25,83,223,37.2,13,27,48.2,109,910,1078,5345,5.0,32,7,9,0,0,1,43.75,353,331,22
22,22,2016-2017-Regular,70,NO,New Orleans,Saints,23,16,674,472,70.0,42.1,5282,5047,7.8,7.2,315.4,38,5.6,15,2.2,98,71,11,27,235,102.6,404,25.2,1724,4.3,107.8,17,75,104,25.7,6,2,3,472,5309,11.2,331.8,38,98,265,71,11,0,717,980,263,30,207,77,9,0,117,13.0,30,67,327,380,0,1,20,11,11,6,12,-59,18,0,23,436,19.0,31,0,8,0,0,0,21,238,11.3,59,0,4,1,17,0,2,28,34,82.4,1,1,100.0,7,7,100.0,9,11,81.8,8,8,100.0,3,7,42.9,57,1,49,50,98.0,133,0.0,86,5482,0,63.7,49,37,913,24.7,0,0,0,49,2404,2139,66,49.1,43.6,0,0,8,19,38.8,5,10.2,7,28,265,9.5,393,265,104,24,107,221,48.4,13,15,86.7,104,954,1105,6904,6.2,55,7,9,0,0,0,43.75,467,456,11
23,23,2016-2017-Regular,57,CIN,Cincinnati,Bengals,24,16,563,364,64.6,35.2,4244,3977,7.5,6.6,248.6,18,3.2,8,1.4,86,53,13,41,267,92.1,446,27.9,1770,4.0,110.6,17,74,104,23.3,3,3,5,364,3058,8.4,191.1,18,86,370,53,13,0,700,1056,356,33,200,78,17,0,143,8.4,47,81,332,395,3,1,19,10,5,9,3,-8,12,0,38,981,25.8,84,0,25,3,0,0,34,238,7.0,24,0,1,0,19,0,0,28,35,80.0,0,0,0.0,13,13,100.0,9,10,90.0,6,9,66.7,0,3,0.0,47,0,29,35,82.9,113,0.0,75,4798,0,64.0,36,39,907,23.3,0,0,0,74,3475,3102,73,47.0,41.9,0,0,8,27,36.5,8,10.8,20,36,373,10.4,514,370,104,40,84,213,39.4,7,9,77.8,87,716,1051,4561,4.3,35,6,9,1,0,0,37.5,323,317,6
